Attendance (%),Bengali,English,Math,Science,Total mark,Assignment Score,class participation,Study Hours per Week,Class Participation Score,Attendance_Scaled,Academic_Score,Engagement_Score,Effort_Score,Final_Performance_Score,Cluster,Cluster_Label,Weakest_Subject,AI_Tutor_Feedback,Risk_Level
84.0,3.0,5.0,7.0,4.0,4.75,1.0,5.0,4.0,10.0,8.4,4.75,6.7,2.5,4.885,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
70.0,10.0,3.0,4.0,9.0,6.5,0.0,9.0,6.0,7.0,7.0,6.5,8.0,3.0,6.25,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
79.0,10.0,10.0,5.0,6.0,7.75,7.0,8.0,1.0,3.0,7.9,7.75,7.95,4.0,7.06,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
82.0,10.0,5.0,1.0,2.0,4.5,2.0,3.0,3.0,10.0,8.2,4.5,5.6,2.5,4.43,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
56.0,0.0,10.0,5.0,2.0,4.25,5.0,6.0,2.0,7.0,5.6,4.25,5.8,3.5,4.565,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
86.0,3.0,1.0,3.0,0.0,1.75,0.0,10.0,8.0,1.0,8.6,1.75,9.3,4.0,4.465,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
96.0,1.0,4.0,8.0,0.0,3.25,7.0,9.0,4.0,2.0,9.6,3.25,9.3,5.5,5.515000000000001,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
58.0,0.0,2.0,0.0,7.0,2.25,0.0,1.0,8.0,3.0,5.8,2.25,3.4,4.0,2.9450000000000003,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
52.0,2.0,1.0,2.0,7.0,3.0,0.0,0.0,8.0,8.0,5.2,3.0,2.6,4.0,3.08,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
67.0,9.0,1.0,1.0,3.0,3.5,9.0,5.0,8.0,9.0,6.7,3.5,5.85,8.5,5.205,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
96.0,5.0,8.0,0.0,1.0,3.5,3.0,6.0,5.0,2.0,9.6,3.5,7.8,4.0,4.89,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
89.0,2.0,7.0,8.0,3.0,5.0,5.0,9.0,5.0,10.0,8.9,5.0,8.95,5.0,6.185,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
69.0,9.0,2.0,6.0,0.0,4.25,1.0,0.0,4.0,1.0,6.9,4.25,3.45,2.5,3.66,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
74.0,3.0,6.0,6.0,5.0,5.0,9.0,2.0,8.0,9.0,7.4,5.0,4.7,8.5,5.61,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
99.0,0.0,3.0,4.0,3.0,2.5,1.0,4.0,3.0,4.0,9.9,2.5,6.95,2.0,3.735,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
64.0,1.0,10.0,5.0,0.0,4.0,10.0,1.0,3.0,3.0,6.4,4.0,3.7,6.5,4.41,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
61.0,6.0,0.0,7.0,6.0,4.75,6.0,8.0,2.0,8.0,6.1,4.75,7.05,4.0,5.29,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
76.0,4.0,4.0,6.0,4.0,4.5,10.0,5.0,2.0,8.0,7.6,4.5,6.3,6.0,5.34,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
77.0,5.0,10.0,6.0,5.0,6.5,0.0,5.0,7.0,4.0,7.7,6.5,6.35,3.5,5.8549999999999995,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
87.0,3.0,8.0,6.0,3.0,5.0,8.0,2.0,8.0,10.0,8.7,5.0,5.35,8.0,5.705,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
52.0,4.0,3.0,9.0,1.0,4.25,2.0,7.0,8.0,9.0,5.2,4.25,6.1,5.0,4.955,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,High Risk
55.0,2.0,10.0,10.0,4.0,6.5,0.0,2.0,8.0,3.0,5.5,6.5,3.75,4.0,5.175,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,Medium Risk
89.0,3.0,5.0,5.0,2.0,3.75,2.0,5.0,5.0,5.0,8.9,3.75,6.95,3.5,4.66,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
67.0,7.0,4.0,4.0,4.0,4.75,0.0,9.0,8.0,8.0,6.7,4.75,7.85,4.0,5.53,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
89.0,8.0,10.0,0.0,10.0,7.0,7.0,3.0,4.0,6.0,8.9,7.0,5.95,5.5,6.385,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
70.0,3.0,4.0,9.0,2.0,4.5,4.0,10.0,2.0,6.0,7.0,4.5,8.5,3.0,5.4,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
56.0,8.0,8.0,3.0,1.0,5.0,8.0,2.0,5.0,5.0,5.6,5.0,3.8,6.5,4.9399999999999995,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,High Risk
67.0,1.0,10.0,7.0,10.0,7.0,8.0,8.0,1.0,6.0,6.7,7.0,7.35,4.5,6.605,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
90.0,8.0,7.0,5.0,1.0,5.25,6.0,8.0,7.0,7.0,9.0,5.25,8.5,6.5,6.475,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
81.0,2.0,6.0,5.0,0.0,3.25,5.0,4.0,9.0,7.0,8.1,3.25,6.05,7.0,4.84,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
94.0,7.0,8.0,4.0,1.0,5.0,10.0,8.0,8.0,3.0,9.4,5.0,8.7,9.0,6.909999999999999,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
94.0,10.0,9.0,10.0,0.0,7.25,3.0,1.0,1.0,9.0,9.4,7.25,5.2,2.0,5.585000000000001,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
74.0,0.0,6.0,10.0,4.0,5.0,2.0,9.0,3.0,2.0,7.4,5.0,8.2,2.5,5.459999999999999,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
60.0,8.0,6.0,5.0,4.0,5.75,3.0,6.0,3.0,2.0,6.0,5.75,6.0,3.0,5.275,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
76.0,3.0,8.0,0.0,0.0,2.75,6.0,7.0,8.0,2.0,7.6,2.75,7.3,7.0,4.965,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
50.0,1.0,5.0,0.0,4.0,2.5,5.0,10.0,2.0,2.0,5.0,2.5,7.5,3.5,4.2,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
87.0,0.0,4.0,3.0,7.0,3.5,0.0,3.0,5.0,1.0,8.7,3.5,5.85,2.5,4.005,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
56.0,9.0,4.0,8.0,7.0,7.0,3.0,5.0,2.0,5.0,5.6,7.0,5.3,2.5,5.59,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
57.0,1.0,9.0,2.0,6.0,4.5,2.0,4.0,9.0,3.0,5.7,4.5,4.85,5.5,4.805,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
71.0,5.0,7.0,0.0,2.0,3.5,9.0,6.0,5.0,6.0,7.1,3.5,6.55,7.0,5.115,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
67.0,9.0,0.0,9.0,5.0,5.75,7.0,8.0,6.0,3.0,6.7,5.75,7.35,6.5,6.38,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
51.0,1.0,6.0,0.0,5.0,3.0,2.0,5.0,5.0,6.0,5.1,3.0,5.05,3.5,3.715,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
98.0,10.0,10.0,0.0,9.0,7.25,9.0,8.0,3.0,6.0,9.8,7.25,8.9,6.0,7.495,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
76.0,6.0,5.0,7.0,7.0,6.25,7.0,3.0,2.0,1.0,7.6,6.25,5.3,4.5,5.615,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
80.0,6.0,2.0,1.0,10.0,4.75,1.0,9.0,3.0,1.0,8.0,4.75,8.5,2.0,5.325,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
78.0,10.0,8.0,10.0,5.0,8.25,10.0,3.0,7.0,10.0,7.8,8.25,5.4,8.5,7.445,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
83.0,7.0,1.0,10.0,7.0,6.25,1.0,2.0,9.0,4.0,8.3,6.25,5.15,5.0,5.67,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
56.0,8.0,8.0,0.0,1.0,4.25,3.0,10.0,1.0,1.0,5.6,4.25,7.8,2.0,4.865,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
55.0,2.0,9.0,0.0,8.0,4.75,3.0,8.0,3.0,8.0,5.5,4.75,6.75,3.0,5.0,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,Medium Risk
99.0,10.0,8.0,0.0,8.0,6.5,6.0,2.0,10.0,8.0,9.9,6.5,5.95,8.0,6.635,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Focus more on improving your Math performance.,Medium Risk
74.0,10.0,1.0,8.0,5.0,6.0,0.0,10.0,1.0,6.0,7.4,6.0,8.7,0.5,5.709999999999999,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
58.0,8.0,7.0,7.0,7.0,7.25,1.0,6.0,9.0,4.0,5.8,7.25,5.9,5.0,6.395,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
